id,dominio,titulo,invariante,severidad,severidad_original,probabilidad,impacto,evidencia,remediacion,esfuerzo,confianza,revision_adversarial
F-17,F-reservas,La cadena de INV-7 no tiene arista entre el lead y la reserva,INV-7,MEDIO,,ALTA,"No se puede responder con una consulta a la pregunta que INV-7 existe para responder: de este lead que entro por el webhook, salio una reserva? Y al reves: esta reserva, de que campana vino? El dato para atribuir la inversion en pauta a los cupos efectivamente apartados no existe. Es tambien lo que impide medir si el embudo funciona: hay lead -> participante y hay reserva -> participante, pero el vertice del medio esta suelto, asi que las dos mitades solo se cruzan cuando alguien acaba inscrito, que es tarde.","backend/prisma/schema.prisma:263-308 (Reserva, sin leadId) · :750-793 (LeadEntrante: tiene participanteId en :783 y :789, no tiene reservaId) · :869 (Participante.reservaId anulable, «sin reserva si la persona llego por su cuenta») · :952 (Participante.lead opcional) · backend/src/reservas/reservas.service.ts:73-154 (la transaccion de crear: no toca lead ni Participante)","No anadir una columna todavia. Primero decidir en un ADR cual es la unidad de la cadena, porque el modelo tiene una asimetria de fondo: el lead es de una PERSONA y la reserva es de una EMPRESA, y no son la misma cosa ni se corresponden una a una -una empresa reserva 5 cupos y detras puede haber cinco leads, o ninguno. Segun lo que se decida, la arista sera Reserva.leadId (si un lead puede originar una reserva), una tabla puente (si son N a N) o nada, dejando el puente en Participante y documentandolo. Lo que no vale es dejarlo sin decidir, que es donde esta hoy.",M,CONFIRMADO EN CODIGO,
F-18,F-reservas,La maquina de estados de la reserva no esta documentada en ninguna parte del repositorio,INV-10,MEDIO,,ALTA,"Es la causa comun de la mitad de este informe. Sin regla escrita, la tercera implementacion de la reversa -la del cargue masivo, plantillas.service.ts:400-405- salio directamente sin candado, sin contador y sin promocion, y nadie tuvo con que compararla. Cualquier trabajo futuro sobre este dominio repetira el patron. Y el arreglo de F-02, F-03 y F-04 consiste precisamente en unificar las tres copias, que no se puede hacer bien sin decidir antes cual es la buena.","NO ENCONTRADO: grep -rniE ""SOLICITADA|EXPIRADA|NO_ASISTIO|EstadoReserva"" docs/ CLAUDE.md no devuelve ninguna coincidencia · backend/prisma/schema.prisma:258-260 (los tres unicos comentarios que hay) · las dos implementaciones divergentes: backend/src/reservas/reservas.service.ts:224-268 frente a backend/src/tableros/tableros.service.ts:1117-1195","Escribir el ADR ANTES de tocar codigo, y que cubra cuatro decisiones concretas: (1) los estados y las transiciones legales, incluida la que hoy existe y nadie declaro, CANCELADA -> CONFIRMADA al revivir; (2) cuanto dura el hold y quien confirma, que es lo que decide F-01; (3) la regla de que todo camino que toque cuposOcupados o cuposMaximos pasa por moverContador y termina en promoverListaDeEspera, que es F-04; (4) el orden de bloqueo -oferta primero, reserva despues- para que F-02 no se arregle en un sitio creando un interbloqueo en otro. Con eso escrito, los arreglos son mecanicos.",S,CONFIRMADO EN CODIGO,
G-07,G-cupos,Subir el tope no promueve la lista de espera: los cupos nuevos nacen muertos,INV-4,MEDIO,,ALTA,"Cupos financiados que nadie ocupa mientras hay empresas esperando. Es el mismo dano que el contador inflado de G-11, pero por la puerta de delante y a plena luz.","backend/src/cronograma/cronograma.service.ts:259-271 (termina sin promover); backend/src/reservas/reservas.service.ts:384 (promoverListaDeEspera es private), invocado solo en :213 y :262","Extraer `promoverListaDeEspera` (y `bloquearOferta`/`moverContador` con ella, ver G-01) a un colaborador compartido, y llamarla desde `actualizarCupos` dentro de la MISMA transaccion, despues de :262, cuando `nuevoTope > topeAnterior`. El candado de :242 ya esta tomado, asi que es seguro. Si no se quiere tocar el modulo de cronograma, al menos dejar una comprobacion en el vigilante que reporte ofertas con `cuposMaximos - cuposOcupados > 0` y reservas con `cuposEnEspera > 0` a la vez: hoy esa consulta no existe en ninguna parte.",S,CONFIRMADO EN CODIGO,"Esa consulta SI existe, y es exactamente esa: `promoverListaDeEspera` calcula `libres = oferta.cuposMaximos - oferta.cuposOcupados` (reservas.service.ts:390) y busca `reserva.findMany({ ofertaId, cuposEnEspera: { gt: 0 }, estado: { not: CANCELADA } })` (:393-400). Lo que no existe no es la consulta,"
A-07,A-webhook-leads,"La clave de idempotencia incluye una cabecera que escribe quien llama, y esa misma cabecera decide si el lead es pauta",INV-5,MEDIO,ALTO,MEDIA,"La idempotencia solo se sostiene si el emisor manda siempre la misma cabecera. Un cambio de configuracion en el orquestador, un despliegue con la variable distinta o un reintento desde otro proceso duplican todos los leads del periodo, cada uno con su propia ficha potencial. Y cualquiera con la llave puede inflar la metrica de pauta mandando `x-origen-sistema: ads`, que es el `includes` de `:32`: la cifra de coste por inscrito se puede escribir desde fuera.",backend/src/leads/leads.controller.ts:71 y :80-81; backend/src/leads/leads.service.ts:108-110 y :116-119,"Que `origenSistema` no salga de una cabecera libre: derivarlo de la credencial usada (una llave por emisor, ver A-13) o validarlo contra una lista cerrada y rechazar lo que no este. `esPauta` debe salir de la misma fuente autenticada, no de una subcadena de un valor arbitrario.",S,CONFIRMADO EN CODIGO,"Solo si el lead CRUZA con una ficha que ya existe, y ademas solo la primera vez. `esPauta` se calcula en `leads.service.ts:108-110` y se consume en UN solo sitio: se pasa a `avisarQueYaEstaba` (:156) y alli se usa en :357 y :366. `grep -n esPauta backend/src/leads/*.ts` da cinco aciertos, todos en e"
A-10,A-webhook-leads,Sin @SkipThrottle en los webhooks: el limite global de 60/min puede hacer que Meta APAGUE la suscripcion,NINGUNO,MEDIO,ALTO,MEDIA,"La consecuencia con Meta, que es lo que se pregunta: pasado el minuto 60, la ruta contesta 429. Meta trata cualquier no-2xx como entrega fallida, reintenta con retroceso y, si la tasa de fallo se sostiene, DESACTIVA la suscripcion del webhook. Recuperarla es manual en el panel de Meta y en el intervalo no llega nada; los leads de ese hueco no se reenvian. Y hay un segundo mordisco: el `GET /webhooks/leads/meta` de verificacion (`leads.controller.ts:105`) comparte el mismo cubo, asi que con el limite agotado no se puede ni volver a encender. El sintoma es «Meta no nos manda nada», que es el mas caro de diagnosticar porque no hay nada roto que mirar.","backend/src/app.module.ts:30 y :49; docs/crm-plan.md:208; ausencia confirmada con `grep -rn ""SkipThrottle"" backend/ --include=*.ts` -> 0 resultados","`@SkipThrottle()` sobre `LeadsController` entero, o al menos sobre las tres rutas. La proteccion real de esa puerta es la firma HMAC y la llave, no el contador. Si se quiere un tope, que sea propio y holgado, y que devuelva 200 encolando en vez de 429.",S,CONFIRMADO EN CODIGO,"Los DOS mecanismos son falsos. (a) nginx pone `proxy_set_header CF-Connecting-IP $remote_addr;` en el bloque `/api/` de forma incondicional, con el comentario «La pone nginx SIEMPRE, pise lo que pise el cliente» (docker/nginx/default.conf:65-67; el gemelo para `/` esta en :47-49). Toda peticion de M"
B-13,B-estructura-leads,POST admin/participantes/nit escribe (y reactiva) instituciones con permiso de sólo lectura y sin actor,INV-2,MEDIO,,MEDIA,"Una cuenta de sólo consulta escribe en el banco de NIT que comparten los dos gremios y reactiva un registro que alguien archivó a propósito. Nadie puede decir después quién lo hizo: no se guarda el admin, ni la IP, ni la acción.",backend/src/crm/crm.controller.ts:120 y :138-142; backend/src/crm/directorio.service.ts:73-105 (`update: { activo: true }` en :88); backend/src/comun/auditoria.service.ts:19,"Poner `@Requiere('inscripciones', 'ESCRIBIR')` en la ruta, pasar `@AdminActual()` e `@IpReal()` al servicio y escribir el `NIT_ALTA_MANUAL` que ya está en el catálogo. Y separar «dar de alta» de «reactivar»: el `update: { activo: true }` debería exigir un acto explícito, no colarse en un upsert.",S,CONFIRMADO EN CODIGO,"Dos cosas. (a) Si «cuenta de sólo consulta» se lee como `Admin.rol = CONSULTA` —que es como lo lee cualquiera— es falso: el controlador entero exige `@Roles(RolAdmin.SUPERADMIN, RolAdmin.GESTOR)` en crm.controller.ts:119. La frase sólo es cierta para un `RolConvenio = CONSULTA` sobre una cuenta cuyo"
B-15,B-estructura-leads,Borrar la participación devuelve la cédula en claro y corta la cadena del lead sin decirlo,INV-7,MEDIO,,MEDIA,"La cédula viaja al navegador y a los logs del proxy en la respuesta de un borrado, justo en la operación donde más cuidado se tuvo con ella. Y después del borrado queda un lead marcado como convertido que no lleva a ninguna parte: no se puede reprocesar ni auditar de dónde salió esa persona.",backend/src/crm/crm.service.ts:1783 vs :1792; backend/prisma/schema.prisma:783 y :789; backend/src/leads/conversion.service.ts:176-182,"En el `return`, `taparDocumento(p.persona.numeroDocumento)` — es la misma función, dos líneas más arriba. Y antes del `participante.delete`, dejar constancia en el propio `LeadEntrante` (motivo y `estado`), o cambiar la relación a `Restrict` cuando exista lead, coherente con los otros cinco `Restrict` de `Participante` (schema.prisma:933-938).",S,CONFIRMADO EN CODIGO,"Ese fichero y esas líneas no dicen eso: leads.service.ts:176-182 está dentro de otra función. La escritura de `estado: 'CONVERTIDO'` con `participanteId` está en conversion.service.ts:176-184 —que es lo que sí dice la sección de evidencia del propio hallazgo, así que es una discrepancia interna entr"
B-17,B-estructura-leads,Un gestor académico inscribe con permiso de sólo lectura sobre inscripciones,INV-4,MEDIO,,MEDIA,"Alguien con permiso de VER sobre inscripciones consume una silla del aforo y mete a una persona en el reporte al SENA. La matriz de `permisos.ts` dice una cosa y la ruta hace otra, que es el error que la ficha del revisor advierte que es el más fácil de cometer aquí.",backend/src/crm/crm.controller.ts:433; backend/src/admin/admin.guard.ts:141-145; backend/src/admin/permisos.ts:48-62; backend/src/crm/crm.service.ts:2113-2121 y :2192-2200,"Partir la regla: dentro de `cambiarEtapa`, exigir nivel ESCRIBIR en `inscripciones` para los destinos del embudo (INTERESADO, CONTACTADO, INSCRITO, PERDIDO) y nivel ESCRIBIR en `academico` para los del aula, pasando los dos conjuntos de convenios desde el controlador como ya se hace con `cierran` y `muevenInscrito`. El `.some()` del guard está bien para dejar entrar; lo que falta es la distinción dentro.",M,CONFIRMADO EN CODIGO,"El mecanismo es correcto y lo recorrí paso a paso: `.some()` en el guard, `saleDelCupo(INTERESADO, INSCRITO)` es falso porque INTERESADO no está en `OCUPAN_SILLA` (etapas.ts:30-34), `motivoDeTransicionImposible` devuelve null porque INSCRITO no está en `CIERRES`, y `CIERRES_DE_FORMACION` es sólo `['"
B-18,B-estructura-leads,"El origen de un lead lo elige quien lo crea, sin prueba y sin rastro",INV-3,MEDIO,,MEDIA,"La tabla del Comité de Marketing (`control/planeacion-de-pauta`, crm.controller.ts:224-236) se puede inflar tecleando. Se toman decisiones de inversión publicitaria sobre una columna que cualquiera con permiso de escribir puede rellenar a mano, sin que quede constancia de quién la puso ni de que no había ningún anuncio detrás.",backend/src/crm/dto.ts:100-102; backend/src/crm/crm.service.ts:1045; backend/src/crm/origen-del-lead.ts:56-67 y :80-99; backend/src/crm/clase-de-dato.ts:22-72,"No aceptar `origen` del cuerpo en `crear`: la creación desde el panel es ASESOR por definición, y los canales de pauta sólo los debería escribir el webhook. Si hace falta permitirlo, que exija justificación, escriba un `ToqueDeOrigen` y quede en auditoría — el mecanismo ya está hecho en `registrarToqueDeOrigen`.",S,CONFIRMADO EN CODIGO,"La remediación no cierra el agujero, porque el webhook TAMBIÉN acepta `origen` del cuerpo: `EntraLeadDto.origen` es un enum opcional (leads/dto.ts:49) y `leads.service.ts:131` escribe `origen: dto.origen ?? 'OTRO'` en `LeadEntrante`, que `conversion.service.ts:154` propaga tal cual a `crm.crear`. Qu"
B-19,B-estructura-leads,Crear una ficha pisa el correo y el celular de una Persona compartida entre los dos gremios,INV-3,MEDIO,,MEDIA,"Escritura cruzada entre inquilinos sin ninguna huella: el correo al que se le manda la citación de un gremio lo cambia un gestor del otro. Es la misma clase de daño que el comentario de la preinscripción describe («desviaba hacia el atacante todo lo que el sistema le mandara después»), sólo que desde dentro del panel.",backend/src/crm/crm.service.ts:1012-1017; backend/prisma/schema.prisma:795 y :857; contraste con backend/src/preinscripcion/preinscripcion.service.ts:294-306,"Aplicar en `crear` la misma regla que ya rige en la preinscripción: en la rama `update` del upsert, rellenar sólo huecos (`yaHabia?.correo ?? dto.correo ?? undefined`). Si un asesor tiene que corregir el dato de una persona que ya existe, que lo haga por `PATCH :id`, que sí historia y sí audita — y que sólo alcanza a fichas de su ámbito.",S,CONFIRMADO EN CODIGO,"La probabilidad está rebajada porque el agente sólo miró la puerta de una ficha. La vía realista es el cargue masivo: `confirmarCarga` llama a `this.crear(...)` fila a fila (crm.service.ts:2797-2816) pasándole `correo` y `celular` de cada línea pegada, así que un solo .xlsx de cuarenta filas puede p"
B-20,B-estructura-leads,"Dos escritores de fechaMatricula con reglas contrarias, y el SEP congela la edad contra ese campo",INV-3,MEDIO,,MEDIA,"La fecha que viaja al SENA cambia sola de un día para otro sin que quede escrito qué decía antes, y con ella el rango de edad reportado. Con dos réplicas, además, el historial muestra dos veces el mismo paso al aula.",backend/src/crm/matricula.ts:88-95 contra backend/src/crm/crm.service.ts:2288-2299; backend/src/crm/matricula.ts:36-38 (setInterval sin candado),"Decidir cuál de las dos reglas manda y escribirla en un solo sitio. Si manda la fecha de arranque del grupo, que `cambiarEtapa` también la use; si manda la primera vez, que `Matricula` respete `!fechaMatricula`. En cualquier caso, meter `fechaMatricula` en `CLASE_POR_CAMPO` para que el cambio deje su valor anterior.",S,CONFIRMADO EN CODIGO,"Mismo defecto que B-04. `fechaMatricula` la escriben `cambiarEtapa` (crm.service.ts:2299-2300) y `matricula.ts:97`, y ninguna de las dos pasa por `valoresQueSeVan`, que es el único lector de `CLASE_POR_CAMPO`. Además las citas están corridas: el `fechaMatricula: inicio ?? hoy` de Matrícula está en m"
B-22,B-estructura-leads,El webhook público borra físicamente la propuesta que el asesor aún no ha visto,INV-1,MEDIO,,MEDIA,"Lo que la persona mandó por el primer anuncio se pierde sin que quede constancia de que existió. Si los dos leads traían datos distintos —y por eso hubo propuesta— se elige el segundo por ser el segundo, no porque nadie lo haya mirado.",backend/src/leads/leads.service.ts:369-376; backend/src/preinscripcion/preinscripcion.service.ts:959-962; contraste con backend/src/crm/crm.service.ts:2524-2530,"Cambiar el `deleteMany` por un `updateMany` a un estado nuevo (DESPLAZADA o similar) con el id de la que la sustituye. Es el mismo patrón de «apagar sí, borrar no» que ya se aplica a las plantillas de correo y a los enlaces (`anuladoEn`).",S,CONFIRMADO EN CODIGO,
C-13,C-historial,registrar() se traga sus propios errores: la traza se pierde en silencio y solo queda un log,INV-9,MEDIO,,MEDIA,"La bitácora puede tener huecos que nadie descubre, porque un hueco no se ve: una ficha con tres cambios y dos filas se lee igual de completa que una con tres. Es el mismo modo de fallo que la migración de las grafías describe, con otra causa.",backend/src/comun/auditoria.service.ts:116-135 (try/catch que solo loguea) · backend/src/crm/crm.service.ts:1294 vs :1310 · backend/src/crm/crm.service.ts:2322 vs :2324 · backend/src/crm/crm.service.ts:1749-1775,"El trigger de C-16 elimina la ventana de raíz: la fila de bitácora se escribe DENTRO de la misma transacción que el cambio, por construcción, y si falla la transacción entera se deshace — no hay estado intermedio posible ni `await` fuera de la transacción, que es justo lo que INV-9 pide. Mientras eso llega: contar los fallos de `registrar()` en un contador y exponerlo, para que el hueco al menos sea visible.",S,CONFIRMADO EN CODIGO,"La línea 1294 es el cierre del `escrituras.push(...)` del movimiento. El `await this.prisma.$transaction(escrituras)` está en :1297. El fondo del hallazgo es correcto y las otras dos citas (:2322 vs :2324, y :1749-1775) sí están bien."
E-11,E-calendario,"No hay control de solapamientos de ningún tipo, ni forma de tenerlo: el horario es texto libre y el aula no existe",NINGUNO,MEDIO,,MEDIA,"Dos cohortes citadas el mismo día a la misma hora en la misma sede, descubierto por la gente al llegar. Ni se bloquea ni se advierte, porque con el modelo de hoy no hay nada que comparar. Conviene decir en voz alta que no es un olvido de validación: es que la franja horaria no existe como dato.","backend/prisma/schema.prisma:139, :112-124; backend/src/cronograma/dto.ts:30-33; backend/prisma/migrations/20260729000000_modelo_inicial/migration.sql:275-278","No implementar nada todavía: preguntar primero. Si al negocio le importa el aula, hace falta modelar la franja (díaSemana, horaInicio, horaFin) y el espacio como entidad con aforo, y eso es un cambio de modelo con su ADR. Si no le importa —porque las sedes las coordina alguien fuera del sistema—, entonces lo correcto es escribirlo como decisión y dejar de tratar `horario` como si algún día fuera a ser estructurado. La ficha obliga a escalar esto: depende de cómo lo lleva la gente del negocio, no del código.",L,CONFIRMADO EN CODIGO,
E-12,E-calendario,"El invariante «fecha de calendario a medianoche UTC» lo sostiene el <input type=date>, y la propia semilla ya lo rompe",INV-10,MEDIO,,MEDIA,"Es el supuesto tácito que sostiene todas las cuentas de fechas del dominio, y sólo lo respeta quien pasa por el formulario. Cualquier cliente de la API, guion o importación puede meter una hora y descolocar en silencio `estadoDeGrupo`, la ventana de inscripción, la matriculación automática y el tablero académico. Y ya hay un caso vivo: la semilla, cuyo 13:00 UTC es precisamente lo que tapa E-04 y E-05 en todos los entornos de prueba. Un supuesto que sólo se cumple por costumbre es exactamente lo que INV-10 prohíbe.","backend/src/cronograma/dto.ts:20,26; backend/src/cronograma/cronograma.service.ts:136,142; backend/prisma/seed/prueba.ts:373","Normalizar en la frontera: en el DTO, quedarse con `slice(0,10)` y construir la fecha con `Date.UTC(a, m-1, d)`, de modo que sea imposible guardar una hora. Corregir la semilla a medianoche. Y en el expand de la próxima migración, evaluar pasar las dos columnas a `DATE` de Postgres, que es lo que de verdad son y hace el invariante estructural en vez de convenido. Merece el ADR de zona horaria que la ficha ya lista como pendiente, porque la distinción instante/fecha-de-calendario está bien resuelta en `dia-bogota.ts` y mal repartida por el resto.",M,CONFIRMADO EN CODIGO,
F-13,F-reservas,La reserva no deja constancia de autorizacion: el consentimiento se guarda como dos booleanos fuera del libro,INV-3,MEDIO,,MEDIA,"Dos consecuencias. La legal: el consentimiento de habeas data del contacto queda como dos booleanos en una fila que ademas se SOBRESCRIBE al revivir la reserva (los mismos campos se reescriben en el update de :121 con el objeto datos de :112-114), asi que no es append-only y no hay historial de que se acepto y cuando. La practica, y es la que muerde ya: autorizacion-vigente.ts:61 decide a quien se le puede escribir leyendo AutorizacionDatos, de modo que ningun contacto que solo haya llegado por una reserva figurara como autorizado. En cuanto exista el correo de promocion de F-05, o no se le podra escribir, o se le escribira saltando el filtro. Es una colision que conviene ver antes de construir el correo, no despues.","backend/src/reservas/reservas.service.ts:112-114 (los tres campos, y nada mas) · backend/src/crm/constancia-de-autorizacion.ts:60-70 (como se hace bien en el resto) · NO ENCONTRADO: grep -rn ""autorizacionDatos|AutorizacionDatos|constancia-de-autorizacion"" backend/src/reservas/ sin resultados · backend/src/correo/autorizacion-vigente.ts:61 (el filtro que decide a quien se le puede escribir, y que lee AutorizacionDatos) · backend/prisma/schema.prisma:279-282 (los datos personales del contacto)","Llamar a la pieza que ya existe, backend/src/crm/constancia-de-autorizacion.ts, dentro de la transaccion de crear() -es una escritura a la propia base, no rompe INV-9- pasandole el politicaDatosId que ya se resolvio en :60. Antes hace falta decidir una cosa que no esta escrita en ninguna parte y necesita ADR: si el contacto de una reserva es un titular de datos con su propia constancia, o si se le trata como representante de la empresa. Del resultado depende tambien si se le puede mandar el correo de F-05.",M,CONFIRMADO EN CODIGO,
F-16,F-reservas,No hay forma de cerrar una oferta desde la aplicacion: el unico freno tumba la accion entera,NINGUNO,MEDIO,,MEDIA,"Es la ausencia que convierte F-01 y F-12 de problemas lentos en problemas sin freno de mano. Si una oferta empieza a llenarse de reservas fantasma, o si hay que parar las inscripciones de una sede concreta por cualquier motivo operativo, no hay boton: la unica salida es ocultar la AccionFormacion entera con visible, que se lleva por delante todas las demas ofertas de esa accion -todas las otras sedes- y ademas no cierra nada, solo la saca del sitio publico. Un campo del modelo que declara una capacidad que el producto no tiene es tambien conocimiento tacito: quien lea el esquema creera que se puede cerrar una oferta.","backend/prisma/schema.prisma:183-184 (abierta, con el comentario «Cerrar impide reservas nuevas») · backend/src/reservas/reservas.service.ts:48 (quien lo lee y decide) · NO ENCONTRADO: escritura de abierta; grep -rn ""abierta"" backend/src --include=*.ts solo devuelve lecturas (catalogo.service.ts:39, preinscripcion.service.ts:81 y :202, crm.service.ts:3192 y :3405, panel-de-cupos.ts:61 y :147, tableros.service.ts:456 y :543) · backend/src/admin/admin.service.ts:805-806 (el unico interruptor que si existe, y que es otra cosa)","Anadir un PATCH bajo AdminGuard que escriba abierta, junto al de visible que ya existe en admin.service.ts:806 y con el mismo permiso. Es pequeno y desbloquea el freno de mano que hoy no hay. Cuidado con una cosa: cerrar la oferta NO debe cancelar lo reservado ni vaciar la lista de espera -es lo que dice el comentario del esquema, «cerrar impide reservas nuevas»- y conviene que la operacion quede auditada, que hoy no lo estaria por F-09.",S,CONFIRMADO EN CODIGO,
G-04,G-cupos,"La capa de inscripcion SI tiene candado, pero cubre solo la mitad y Fase 0 no lo registro",INV-4,MEDIO,,MEDIA,"Da una falsa sensacion de cobertura: quien lea `cambiarEtapa` concluye que inscripcion esta protegida, y no lo esta mientras `asignar()` escriba sin candado. La proteccion de una fila la anula el escritor que no la respeta.","backend/src/crm/crm.service.ts:2252-2277 (el candado que si existe), :2256 (solo si hay cobertura), :2270 (solo mide cobertura), :1958 (el `if` previo); backend/src/crm/panel-de-cupos.ts:53 y :56 (this.prisma, no tx)","Mantener el candado de :2254 tal cual — es el patron bueno — y (a) hacer que `PanelDeCupos.deLaOferta` acepte un `Prisma.TransactionClient` opcional para poder reusar la misma regla dentro y fuera del candado sin duplicarla; (b) mover el reconteo fuera del `if (p.coberturaId)` y anadir la comprobacion a nivel de oferta y de reserva; (c) documentar en un ADR el ORDEN DE CANDADOS obligatorio: `ofertas` primero, siempre, y despues cualquier otra fila. Hoy los cuatro sitios que bloquean (reservas.service.ts:352, crm.service.ts:2254, cronograma.service.ts:242, tableros.service.ts:1155) coinciden por casualidad, no por regla escrita.",M,CONFIRMADO EN CODIGO,"El hallazgo tecnico es correcto y bien citado, pero la correccion a Fase 0 se pasa de frenada. Fase 0 SI registra `cambiarEtapa` como escritor de la capa de inscripcion, por nombre y por linea: 00-mapa-actual.md:468 lista `crm.service.ts` (`cambiarEtapa`, `asignar:3353`). Lo que dice la celda de :33"
G-08,G-cupos,El tope puede bajar por debajo de la gente real: el conteo de cronograma ignora a los que no tienen grupo,INV-4,MEDIO,,MEDIA,"Se puede bajar el tope de un grupo por debajo de la gente que realmente va a presentarse, con el mensaje «ya tiene N personas dentro» calculado sobre un N menor que el real. El sobrante no aparece en ninguna pantalla hasta el dia del aula.",backend/src/cronograma/cronograma.service.ts:201 y :216-222; backend/src/crm/crm.service.ts:3486 y :3509 (coberturaId ?? null); backend/src/crm/matricula.ts:116-120 (el detector que lo confirma),"Contar tambien a los participantes de la oferta sin cobertura asignada, o —mejor y mas barato— exigir cobertura en `asignar()` cuando la etapa ocupa silla, que es lo que `exigirQueQuepa` ya exige en el otro camino (crm.service.ts:1911-1937). Dos reglas distintas para «hace falta grupo» es la causa de fondo.",S,CONFIRMADO EN CODIGO,"El mecanismo esta puesto en el sitio equivocado. El `_count` de :201/:216-222 mide el tope de ESA cobertura contra la gente de ESA cobertura: quien tiene `coberturaId = null` no ocupa una silla de ese grupo, asi que excluirlo es correcto, no un fallo. El agujero real esta un nivel arriba y el audit "
G-17,G-cupos,No existe forma de cerrar una oferta: el freno de emergencia del aforo esta declarado y no esta cableado,INV-4,MEDIO,,MEDIA,"Cuando se detecte un descuadre —y por G-01, G-09 o G-11 se va a detectar— no hay manera de parar la venta de esa oferta desde la aplicacion mientras se investiga. La unica via es un UPDATE por psql, que no deja huella (INV-3). Es decir: el incidente obliga a cometer la infraccion.","grep de `abierta:` sobre backend/src: doce coincidencias, todas en select/where, ninguna escritura; backend/src/crm/crm.service.ts:3405-3410 (mensaje que apunta a una accion que no existe)","Anadir la ruta de cierre y apertura con `@Requiere('reserva','ESCRIBIR')` y `@Roles`, escribiendo `abierta` dentro de la misma transaccion que toma el `FOR UPDATE` de la oferta, con `MovimientoReserva` de accion `AJUSTE_ADMIN` —que ya esta en el enum (schema.prisma:315) y no lo escribe nadie, segun Fase 0— y su fila de auditoria. Es la pieza que hace posible responder a un incidente de cupos sin tocar la base a mano.",S,CONFIRMADO EN CODIGO,
A-13,A-webhook-leads,"La respuesta del webhook es un oraculo de existencia de PII, y la llave es UNA sola para los dos gremios",NINGUNO,MEDIO,,BAJA,"Quien tenga la llave puede preguntar «¿este correo o este celular pertenece a alguien registrado?» una vez por `externoId` nuevo y leer la respuesta en `encontradoPor`. Es confirmacion de dato personal de colombianos sin sesion y sin rastro (A-12). Ademas la llave no separa gremios: un integrador de ADECOPRIA puede escribir leads en BRITCHAM-ADEE cambiando una cabecera, lo que rompe la separacion de tratamientos de datos que `cruzar-con-el-crm.ts:47-50` declara explicitamente como razon de diseno.","backend/src/leads/leads.service.ts:161-166 (la respuesta confirma la coincidencia); backend/src/leads/secreto-de-leads.ts:24 y :48 (una sola variable, sin sufijo de gremio)","No devolver `encontradoPor` ni `participanteId` al emisor del webhook: basta `{ id, repetido }`. Y una llave por emisor y por gremio (`LEADS_WEBHOOK_SECRET_<SLUG>`), con el mismo patron sin respaldo global que ya usa `configDeMeta` — el argumento de `meta-por-gremio.ts:50-53` aplica igual aqui.",S,CONFIRMADO EN CODIGO,"Dos citas mal puestas. `secreto-de-leads.ts:24` es `export const CABECERA = 'x-clave-leads';` — no es la variable. `LEADS_WEBHOOK_SECRET` aparece en :29 (el tipo), :33 y :48. Y `docker/nginx/default.conf:40` es `proxy_pass $destino_frontend;`: el `proxy_set_header Host $host;` esta en :41 (bloque de"
A-14,A-webhook-leads,Ninguna barrera contra formula de hoja de calculo en el camino lead -> ficha -> .xlsx del SEP,NINGUNO,MEDIO,,BAJA,"Matizo con honestidad para no vender mas riesgo del que hay: ExcelJS escribe un string como celda de tipo texto y no como `<f>`, asi que abrir el `.xlsx` generado NO ejecuta la formula — eso es INFERIDO del comportamiento de la libreria, no lo verifique ejecutando nada. El riesgo real esta en el salto de formato: el reporte al SEP se manipula a mano antes de subirlo al portal del SENA, y en cuanto alguien lo guarda como `.csv` y lo reabre, o el portal reinterpreta la celda, `=cmd|'/c ...'!A1` vuelve a ser formula. Lo que si esta CONFIRMADO es que el dato entra sin restriccion desde una ruta sin sesion, viaja intacto hasta la celda y en ningun punto del recorrido hay una linea que lo neutralice.","backend/src/tableros/exportar.ts:52 y :100 (addRows y writeBuffer, sin neutralizar); backend/src/leads/dto.ts:52-55 (nombreCompleto sin restriccion de caracteres); ausencia confirmada con `grep -rniE ""formula|sanitiz"" backend/src` -> 0 resultados aplicables","Neutralizar en `construirLibro` (`tableros/exportar.ts`), que es el embudo por el que pasan todas las exportaciones: si un valor de texto empieza por `=`, `+`, `-`, `@`, tab o CR, anteponer un apostrofo. Un solo sitio cubre SEP, F7 y tableros. Complementariamente, restringir los caracteres admitidos en `nombreCompleto` en el DTO del webhook.",S,CONFIRMADO EN CODIGO,"Ni la clase se llama asi ni la agravante agrava. `grep -rn ""CrearFichaDto"" backend/src` da CERO resultados: la clase es `CrearParticipanteDto` (`backend/src/crm/dto.ts:35`). Y aunque el pipe corriera, no cambiaria nada para este riesgo: `primerNombre` es `@Transform(recortar) @IsString() @IsNotEmpty"
